date,user_id,pp_text,tag,like_point
2017-12-05T13:51:27.000Z,ketouk123,Quickeasy keto friendly snack ketohealthysnacksseaweedcrisps,#keto #healthysnacks #seaweedcrisps,12
2016-06-22T04:12:57.000Z,seapointfarms,travelessentials Be comfortable practical preparedPreparation is key when traveling so keep thehealthysnacks and docs readily available to get through TSA seamlesslyseaweedcrispsglutenfreevegan,#travelessentials #healthysnacks #seaweedcrisps #glutenfree #vegan,52
2016-06-22T04:12:57.000Z,seapointfarms,nongmopassportwanderlusttuesdayseaweednorienjoylifeeatwellalmondsesamesuperfoodwhatveganseatplantbasedhealthyjunesummersummer16,#nongmo #passport #wanderlust #tuesday #seaweed #nori #enjoylifeeatwell #almond #sesame #superfood #whatveganseat #plantbased #healthy #june #summer #summer16,0
2016-06-22T04:12:57.000Z,seapointfarms,bananaleafleafprintpillowtraveleatfoodmagazinearchitecturaldigest,#bananaleaf #leafprint #pillow #travel #eat #food #magazine #architecturaldigest,0
2016-06-22T04:12:57.000Z,buppaacrof,BOOM,,0
2016-06-22T04:12:57.000Z,seapointfarms,superfoodsaydeez loving the lifestyle vibe,,0
2016-06-22T04:12:57.000Z,seapointfarms,forcaapplaurelattanasio,,0
2016-06-22T04:12:57.000Z,jeckstein57,Ready for some snacks and travel 2 weeks,,0
2016-06-22T04:12:57.000Z,seapointfarms,Fantastic plan for the top of summer jeckstein57,,0
2017-04-20T09:50:06.000Z,vegan_cooker,Diese leckeren Reis Algen ChipsSEAWEED CRISPS habe ich beim einkaufen in Frankreich gefundenDiese sindGlutenfrei BIO und nat rlich VEGAN seaweedcrispsbiohealthhealthygesundessenveganfranceGlutenfreisansglutenveganoveganskvegetarianofrancebibigochipsdalguesbretagnevegantravelersveganfoodhealthyfoodvegFOODsnackchipsderizauxalguessaveuroriginalevegansnack,#bio #health #healthy #gesundessen #veganfrance #Glutenfrei #sansgluten #vegano #vegansk #vegetariano #france #bibigo #chipsdalgues #bretagne #vegantravelers #veganfood #healthyfood #veg #FOOD #snack #chipsderizauxalguessaveuroriginale #vegansnack,55
2015-11-11T20:04:26.000Z,rmestes1,These are addictingI think these will do nicely to replacenormalchips for me when I crave that crunch befitbehealthybehappyhealthylifemomlifelikeabosswomenmenwholefoodsbeachbodycoachyummyseaweedcrispsdeliciousenjoyyourfoodeatgreathealthychoicesputdownthechips,#befit #behealthy #behappy #healthylife #momlife #likeaboss #women #men #beachbodycoach #yummy #seaweedcrisps #delicious #enjoyyourfood #eatgreat #healthychoices #putdownthechips,11
2015-11-11T20:04:26.000Z,matt_dillingham,Aww cool,,0
2015-11-11T20:04:26.000Z,_phlabs,Tag us in yourhealthy lifestylepics and you could get featured on our account,,0
2020-02-23T13:55:15.000Z,snackinglove,SOOOO delicious These have a thin layer of crisp tapiocaGame changer for seaweed crisps,,2
2020-02-23T13:55:15.000Z,snackinglove,seaweedcrispsabakusfoodsseaweedhealthysnack,#seaweedcrisps #abakusfoods #seaweed #healthysnack,0
2018-03-21T21:56:07.000Z,kalay.11,cevichesohoperuvianfoodscalloptiraditobloodorangerocototigersmilkmeltinthemouthwangweioctopusmisomarinatechancacahoneyseaweedcrispssweetpotatopureecevichewednesday,#ceviche #soho #peruvianfood #scallop #tiradito #bloodorange #rocototigersmilk #meltinthemouth #wangweioctopus #misomarinate #chancacahoney #seaweedcrisps #sweetpotatopuree #cevichewednesday,24
2017-01-17T14:54:48.000Z,kjdaisuke,SEAWEEDCRISPSw KJTOKYO,,204
2017-01-17T14:54:48.000Z,dishclover,wwww,,0
2017-01-17T14:54:48.000Z,ayumi_kura_,w w,,0
2017-01-17T14:54:48.000Z,kjdaisuke,timmykim1207w,,0
2017-01-17T14:54:48.000Z,kjdaisuke,8ayuayuminmin8w,,0
2017-01-17T14:54:48.000Z,dishclover,ww,,0
2017-01-17T14:54:48.000Z,kjdaisuke,manabuoshio official,,0
2017-01-17T14:54:48.000Z,kjdaisuke,mizukichi 67www,,0
2019-03-31T07:34:28.000Z,harrietmansell,Crisped seaweedSeaweed crispsAfter that spring equinox low tide last week I brought in a sound haul of forest kelpsugar kelp and dulseCleaneddehydrated and fried into perfectly fragilelightly crunchyumami bites that seem quite fitting here on the Jurassic coast And perfectly captured bymatt austin images,,73
2019-03-31T07:34:28.000Z,harrietmansell,seaweedseaweedcrispschefumamijurassiccoastrusticfooddinoasaurfooddevonchefbeachlifecoastalforaginglovedevonexploredevonwildfoodwildfoodlovefemalecheffoodienaturalfoodmindbodybalancechefstalksaveurmykitchentablethatsdarlingwildwomenhealthylifestylenutritiousfoodnaturallyveganplantbasedveganoutdoorslife,#seaweed #seaweedcrisps #chef #umami #jurassiccoast #rusticfood #dinoasaurfood #devonchef #beachlife #coastalforaging #lovedevon #exploredevon #wildfood #wildfoodlove #femalechef #foodie #naturalfood #mindbodybalance #chefstalk #saveur #mykitchentable #thatsdarling #wildwomen #healthylifestyle #nutritiousfood #naturallyvegan #plantbased #vegan #outdoorslife,0
2019-08-22T10:40:06.000Z,seamanchips,GOODNESS FROM THE SEA MAX TASTE The Sea Man buffet is open Today it s vegan Thursday Lower fathigher proteinmadfar dkseamanchipsveganfoodvegansnack westcoastseasaltnoplasticintheoceansseaweedcrispsalgenchipsseamanseaweedchipstangchips denmark 8500 trangtiltang,#seamanchips #veganfood #vegansnackwestcoastseasalt #noplasticintheoceans #seaweedcrisps #algenchips #seamanseaweedchips #tangchipsdenmark8500trangtiltang,26
2019-08-22T10:40:06.000Z,tangstationen,Looking very delicious,,1
2019-10-22T10:42:59.000Z,auntyesthers,Have you tried our seaweed crisps yetIf you haven tyou should seek kelpauntyestherslolstupidjokeauntyestherssaltedeggchipssgfoodsgsnackssweedseaweedcrispsmadeinaingapore,#auntyesthers #lol #stupidjoke #auntyestherssaltedeggchips #sgfood #sgsnacks #sweed #seaweedcrisps #madeinaingapore,16
2018-03-09T09:31:00.000Z,ambslara,yung ang mahal ng chip na topero super duper sa sarapseaweedchipsSeaWeedCrisps Spicy,#seaweedchips #SeaWeedCrispsSpicy,5
2020-01-30T16:13:15.000Z,celine.oenologist,Never disappoints mekwantlondon I really loved the seaweed crisps coming withHeads and Tails which got just the right amount of savory and acidity and reminded me of homeKw nt25 Heddon StMayfairLondon W1B 4BHPhoto byliimk cocktailslondonbarworlds50bestdrinkscocktailcocktailbarcocktailsofinstagrambestbarinlondonbarlondoncocktailslondonbarlondonbarbersseaweedcrispsheadsandtailscocktailevening,#londonbar #worlds50best #drinks #cocktail #cocktailbar #cocktailsofinstagram #bestbarinlondon #bar #londoncocktails #londonbar #londonbarbers #seaweedcrisps #headsandtails #cocktailevening,26
2013-03-17T02:21:04.000Z,andrewgomeziv,Roast seaweed crispsJapanese Cherry Bossom iced teaAppleseed CastLow Level Owl Vol 1 Vol2LP spinningAll tools on making a good comic strip come to life blackmoldcomicartappleseedcastvinylnerdicedteaseaweedcrispsnomz,#blackmoldcomic #art #appleseedcast #vinylnerd #icedtea #seaweedcrisps #nomz,16
2013-03-17T02:21:04.000Z,andrewgomeziv,sixsixsixes hanah it s really a tasty treatIt s nice and savory with a unique textureIt s frakkindelicious,,0
2013-03-17T02:21:04.000Z,andrewgomeziv,sixsixsixes not sure if they are a really healthy snacksBut they are better for you than chips for sureYou can find them at mostAsian markets,,0
2015-11-14T08:16:28.000Z,namakubrandku,camilanjepangngemil nya dikutabalisore ini japanesenoriseaweedcrispsoleholeh dari japan,#camilan #jepang #ngemil #kuta #bali #sore #nori #seaweedcrisps #oleholeh #japan,19
2015-11-14T08:16:28.000Z,utzutari,Bagiiii donk PakHihihi,,0
2015-11-14T08:16:28.000Z,namakubrandku,utzutari sinihhhhh,,0
2015-11-14T08:16:28.000Z,utzutari,Nanti Pak Desemberrrrr,,0
2015-11-14T08:16:28.000Z,namakubrandku,utzutari bawain cireng yang paling enak yaaaaaa,#cireng,0
2015-11-14T08:16:28.000Z,utzutari,Siaappp nanti ketemuan ya PakKangeenn,,0
2019-07-18T14:45:25.000Z,find.brazil,a vez da fruta brasileira no exteriorProdutores nacionais querem mais espa o num mercado global que jmovimenta mais de US130 bilh es por ano FindBrazilComercioExternoExportInternationalBusinessEntrepreneurbussinesscleanoceanshealthysnacksnoplasticintheoceanseaweedtrangtiltangseamanseaweedchipsseamanchipssuperfoodtangchipsseaweedcrispsgrenaaentrepreneurfirstneverfollowsexportbusinesstradetraveltransformmotivationentrepreneurmindssuccessfulmindsmindsetmentormoneymindsetmotivationfridaysuccessdiariesquotesoflife,#ComercioExterno #Export #InternationalBusiness #Entrepreneur #bussiness #cleanoceans #healthysnacks #noplasticintheocean #seaweed #trangtiltang #seamanseaweedchips #seamanchips #superfood #tangchips #seaweedcrisps #grenaa #entrepreneur #firstneverfollows #exportbusiness #tradetraveltransform #motivation #entrepreneurminds #successfulminds #mindsetmentor #moneymindset #motivationfriday #successdiaries #quotesoflife,7
2019-07-18T14:45:25.000Z,getinstagrow,find brazil,,0
2018-11-26T07:19:34.000Z,beautyeternal_,iherb16 BLACKSVM103 sejoyiasejoyiaseaweedcrisps seapointfarms 250iherb beautyeternalyesiherbfoodbrowniecrispssnack instafoodsaleiherbgoodinstadayblogfollowmelikemeseafood,#iherb #sejoyia #sejoyia #seaweedcrisps #yesiherb #food #brownie #crisps #snack #instafood #sale #iherb #good #instaday #blog #followme #likeme #seafood,84
2016-09-21T11:00:50.000Z,chi_27_kiii,seaweedcrisps korea bibigo bibigotheseaweed,#seaweedcrispskoreabibigobibigotheseaweed,3
2016-09-30T06:40:03.000Z,kulau,Prelaunchthe moment has finally arrivedyou can preorder our organic seaweed crisps now in our Onlineshop at kulau deseaweedcrispsEs ist endlich soweitihr k nnt unsere neuen Bio AlgenchipsHOT GINGERjetzt im Onlineshop vorbestellenkulau de sea veggies KULAUbioseaveggiesorganicbioalgenalgenmeeresalgenseaweedorganicseaweedtrockenalgenveganmeeresgem sealgueshealthyhealthyfoodveganfoodwakamebiowakameseaweedflakessealettuceflakesmeeressalatflockenalgenflockenalgenchipsseaweedcrispscrispsorganiccrispsbiochipsbioalgenchipsbiosnackorganicseaweedcrisps,#seaweedcrispsEs #bio #seaveggies #organic #bioalgen #algen #meeresalgen #seaweed #organicseaweed #trockenalgen #vegan #meeresgemse #algues #healthy #healthyfood #veganfood #wakame #biowakame #seaweedflakes #sealettuceflakes #meeressalatflocken #algenflocken #algenchips #seaweedcrisps #crisps #organiccrisps #biochips #bioalgenchips #biosnack #organicseaweedcrisps,32
2018-01-16T12:33:12.000Z,momofbrefre,Ini kok enak sekali yaaa seaweedcrispsseaweedkoreanfoodbrownriceseaweedbrownrice,#seaweed #koreanfood #brownriceseaweed #brownrice,11
2018-01-16T12:33:12.000Z,basrinarina,Boleh lah ci kirim2 k kita hehehhe,,0
2018-01-16T12:33:12.000Z,atalialili08,Ga percaya kalau ga dibagi,,0
2017-01-10T11:04:07.000Z,kulau,Did you already try our KULAU Seaweed CrispsThey re getting more and more popuar everydayWhat new flavour would you wish for Habt ihr schon unsere Algenchips probiertSie werden von Tag zu Tag beliebter ber welche neue Geschmacksrichtung w rdet ihr euch freuen KULAUbioorganicseaweedcrispssealettuceseaveggiesseaweedalgenchipsmeeresalgenmeeressalat,#KULAU #bio #organic #seaweedcrisps #sealettuce #seaveggies #seaweed #algenchips #meeresalgen #meeressalat,88
2017-01-10T11:04:07.000Z,lilalama_,Boah i love it,,0
2017-01-10T11:04:07.000Z,sparkling_kristin,sehr interessant,,0
2017-01-10T11:04:07.000Z,polly.pommes,Omg heaven Ich muss das wirklich unbedingt probieren,,0
2015-11-24T07:04:03.000Z,chawinnanakorn,Amuse boucheSeaweed crisps and smoked mussel mousse at The LedburyLondonOctober 2015amuseboucheseaweedcrispcrispsseaweedcrispsseaweedcrackerssmokedmusselmusselsmoussemusselmoussetastingmenufoodpornfoodiefinediningartofplatingMichelinStarMichelinStarredRestaurantWorlds50Besttheworlds50bestBrettGrahamTheLedburyNottingHillLondonEnglandUK,#amusebouche #seaweed #crisp #crisps #seaweedcrisps #seaweedcrackers #smoked #mussel #mussels #mousse #musselmousse #tastingmenu #foodporn #foodie #finedining #artofplating #MichelinStar #MichelinStarredRestaurant #Worlds50Best #BrettGraham #TheLedbury #NottingHill #London #England #UK,35
2020-04-28T14:08:28.000Z,wembleyparkmarket,Is itsnacktime yetYou can keep itguiltfree too with these yummycrunchbars fromplanetorganic which are filled with lots of healthy goodnessWe ve also added a range offlavourednuts frommrfilberts to oursnacksandtreats section online so we ve got you covered for all of yoursnacking needsfromricecrackers andseaweedcrisps tosweets chocolates fudge popcorn andbiscuits tooplanetorganicreposthealthysnacksproteinbarsvegansnacksorganicsnackssweettreatsindulgencetreatyourselfwembleyshoppingwembleydeliveryshopindependent,#snacktime #guiltfree #crunchbars #flavoured #nuts #snacksandtreats #snacking #ricecrackers #seaweedcrisps #sweets #chocolates #fudge #popcorn #biscuits #reposthealthysnacks #proteinbars #vegansnacks #organicsnacks #sweettreats #indulgence #treatyourself #wembleyshopping #wembleydelivery #shopindependent,14
