,date,user_id,text,like,tag,pp_text,like_point
0,2017-12-05T13:51:27.000Z,ketouk123,"Quick, easy keto friendly snack! #keto #healthysnacks #seaweedcrisps",12,#keto #healthysnacks #seaweedcrisps,Quickeasy keto friendly snack ketohealthysnacksseaweedcrisps,12
1,2016-06-22T04:12:57.000Z,seapointfarms,"#travelessentials | Be comfortable , practical & prepared! Preparation is key when traveling so keep the #healthysnacks and docs readily available to get through TSA seamlessly ! 🤗 #seaweedcrisps #glutenfree #vegan",52,#travelessentials #healthysnacks #seaweedcrisps #glutenfree #vegan,travelessentials Be comfortable practical preparedPreparation is key when traveling so keep thehealthysnacks and docs readily available to get through TSA seamlesslyseaweedcrispsglutenfreevegan,52
2,2016-06-22T04:12:57.000Z,seapointfarms,#nongmo #passport #wanderlust #tuesday #seaweed #nori #enjoylifeeatwell #almond #sesame #superfood #whatveganseat #plantbased #healthy #june #summer #summer16,216주답글 달기,#nongmo #passport #wanderlust #tuesday #seaweed #nori #enjoylifeeatwell #almond #sesame #superfood #whatveganseat #plantbased #healthy #june #summer #summer16,nongmopassportwanderlusttuesdayseaweednorienjoylifeeatwellalmondsesamesuperfoodwhatveganseatplantbasedhealthyjunesummersummer16,0
3,2016-06-22T04:12:57.000Z,seapointfarms,#bananaleaf #leafprint #pillow #travel #eat #food #magazine #architecturaldigest,216주답글 달기,#bananaleaf #leafprint #pillow #travel #eat #food #magazine #architecturaldigest,bananaleafleafprintpillowtraveleatfoodmagazinearchitecturaldigest,0
4,2016-06-22T04:12:57.000Z,superfoodsaydeez,💜,216주답글 달기,,,0
5,2016-06-22T04:12:57.000Z,the.duke.of.wilshire,👍🏼.,216주답글 달기,,,0
6,2016-06-22T04:12:57.000Z,buppaacrof,BOOM!,216주답글 달기,,BOOM,0
7,2016-06-22T04:12:57.000Z,laurelattanasio,🙌,216주답글 달기,,,0
8,2016-06-22T04:12:57.000Z,seapointfarms,@superfoodsaydeez loving the lifestyle vibe 🌱😀,216주답글 달기,,superfoodsaydeez loving the lifestyle vibe,0
9,2016-06-22T04:12:57.000Z,seapointfarms,@forcaapp @laurelattanasio 👌😊,216주답글 달기,,forcaapplaurelattanasio,0
10,2016-06-22T04:12:57.000Z,jeckstein57,Ready for some snacks and travel!  2 weeks!!,216주답글 달기,,Ready for some snacks and travel 2 weeks,0
11,2016-06-22T04:12:57.000Z,seapointfarms,Fantastic plan for the top of summer !! @jeckstein57 🌞,216주답글 달기,,Fantastic plan for the top of summer jeckstein57,0
12,2017-04-20T09:50:06.000Z,vegan_cooker,"Diese leckeren Reis-Algen Chips (SEAWEED CRISPS) 🌱habe ich beim einkaufen in Frankreich🇫🇷 gefunden. Diese sind 🚫Glutenfrei, 🌱BIO und natürlich VEGAN 🎆.🎆#seaweedcrisps #bio #health #healthy #gesundessen #veganfrance #Glutenfrei #sansgluten #vegano #vegansk #vegetariano #france #bibigo #chipsdalgues #bretagne #vegantravelers #veganfood #healthyfood #veg #FOOD #snack #chipsderizauxalguessaveuroriginale #vegansnack",55,#bio #health #healthy #gesundessen #veganfrance #Glutenfrei #sansgluten #vegano #vegansk #vegetariano #france #bibigo #chipsdalgues #bretagne #vegantravelers #veganfood #healthyfood #veg #FOOD #snack #chipsderizauxalguessaveuroriginale #vegansnack,Diese leckeren Reis Algen ChipsSEAWEED CRISPS habe ich beim einkaufen in Frankreich gefundenDiese sindGlutenfrei BIO und nat rlich VEGAN seaweedcrispsbiohealthhealthygesundessenveganfranceGlutenfreisansglutenveganoveganskvegetarianofrancebibigochipsdalguesbretagnevegantravelersveganfoodhealthyfoodvegFOODsnackchipsderizauxalguessaveuroriginalevegansnack,55
13,2015-11-11T20:04:26.000Z,rmestes1,"These are addicting! I think these will do nicely to replace ""normal"" chips for me when I crave that crunch! #befit #behealthy #behappy #healthylife #momlife #likeaboss #women #men @wholefoods #beachbodycoach #yummy #seaweedcrisps #delicious #enjoyyourfood #eatgreat #healthychoices #putdownthechips",11,#befit #behealthy #behappy #healthylife #momlife #likeaboss #women #men #beachbodycoach #yummy #seaweedcrisps #delicious #enjoyyourfood #eatgreat #healthychoices #putdownthechips,These are addictingI think these will do nicely to replacenormalchips for me when I crave that crunch befitbehealthybehappyhealthylifemomlifelikeabosswomenmenwholefoodsbeachbodycoachyummyseaweedcrispsdeliciousenjoyyourfoodeatgreathealthychoicesputdownthechips,11
14,2015-11-11T20:04:26.000Z,matt_dillingham,Aww cool,248주답글 달기,,Aww cool,0
15,2015-11-11T20:04:26.000Z,_phlabs,"Tag us in your ""healthy lifestyle"" pics and you could get featured on our account",247주답글 달기,,Tag us in yourhealthy lifestylepics and you could get featured on our account,0
16,2020-02-23T13:55:15.000Z,snackinglove,SOOOO delicious!! These have a thin layer of crisp tapioca. Game changer for seaweed crisps 💚💚💚,2,,SOOOO delicious These have a thin layer of crisp tapiocaGame changer for seaweed crisps,2
17,2020-02-23T13:55:15.000Z,snackinglove,#seaweedcrisps #abakusfoods #seaweed #healthysnack,24주답글 달기,#seaweedcrisps #abakusfoods #seaweed #healthysnack,seaweedcrispsabakusfoodsseaweedhealthysnack,0
18,2018-03-21T21:56:07.000Z,kalay.11,#ceviche #soho #peruvianfood #scallop #tiradito #bloodorange #rocototigersmilk #meltinthemouth #wangweioctopus #misomarinate #chancacahoney #seaweedcrisps #sweetpotatopuree #cevichewednesday,24,#ceviche #soho #peruvianfood #scallop #tiradito #bloodorange #rocototigersmilk #meltinthemouth #wangweioctopus #misomarinate #chancacahoney #seaweedcrisps #sweetpotatopuree #cevichewednesday,cevichesohoperuvianfoodscalloptiraditobloodorangerocototigersmilkmeltinthemouthwangweioctopusmisomarinatechancacahoneyseaweedcrispssweetpotatopureecevichewednesday,24
19,2017-01-17T14:54:48.000Z,kjdaisuke,お土産もらいましてん★#SEAWEEDCRISPS#海苔のあいだにアーモンド挟まって味ついたやーつ#わさび味と甘い味#有名なのかな？#新食感#なんかクセになるw#KJTOKYO,204,,SEAWEEDCRISPSw KJTOKYO,204
20,2017-01-17T14:54:48.000Z,dishclover,僕は初めて見ましたwwww,186주답글 달기,,wwww,0
21,2017-01-17T14:54:48.000Z,ayumi_kura_,それ美味しいらしいねw食べたことないけどw,186주답글 달기,,w w,0
22,2017-01-17T14:54:48.000Z,manabuoshio_official,カムサハムニダ〜,186주답글 달기,,,0
23,2017-01-17T14:54:48.000Z,mizukichi_67,右のやつたらこパスタの味するよ大さん🍝,186주답글 달기,,,0
24,2017-01-17T14:54:48.000Z,kjdaisuke,@timmykim1207 マジかwんじゃあんま有名じゃないね笑,186주답글 달기,,timmykim1207w,0
25,2017-01-17T14:54:48.000Z,kjdaisuke,@8ayuayuminmin8 不思議な味わいだったよw,186주답글 달기,,8ayuayuminmin8w,0
26,2017-01-17T14:54:48.000Z,dishclover,作った会社は有名ですww,186주답글 달기,,ww,0
27,2017-01-17T14:54:48.000Z,kjdaisuke,@manabuoshio_official こちらこそですー^ - ^,186주답글 달기,,manabuoshio official,0
28,2017-01-17T14:54:48.000Z,kjdaisuke,@mizukichi_67 それは新しすぎるなwww,186주답글 달기,,mizukichi 67www,0
29,2019-03-31T07:34:28.000Z,harrietmansell,"Crisped seaweed. Seaweed crisps. After that spring equinox low tide last week I brought in a sound haul of forest kelp, sugar kelp and dulse. Cleaned, dehydrated and fried into perfectly fragile, lightly crunchy, umami bites that seem quite fitting here on the Jurassic coast. ...And perfectly captured by 📷 @matt_austin_images",73,,Crisped seaweedSeaweed crispsAfter that spring equinox low tide last week I brought in a sound haul of forest kelpsugar kelp and dulseCleaneddehydrated and fried into perfectly fragilelightly crunchyumami bites that seem quite fitting here on the Jurassic coast And perfectly captured bymatt austin images,73
30,2019-03-31T07:34:28.000Z,harrietmansell,#seaweed #seaweedcrisps #chef #umami #jurassiccoast #rusticfood #dinoasaurfood #devonchef #beachlife #coastalforaging #lovedevon #exploredevon #wildfood #wildfoodlove #femalechef #foodie #naturalfood #mindbodybalance #chefstalk #saveur #mykitchentable #thatsdarling #wildwomen #healthylifestyle #nutritiousfood #naturallyvegan #plantbased #vegan #outdoorslife,71주답글 달기,#seaweed #seaweedcrisps #chef #umami #jurassiccoast #rusticfood #dinoasaurfood #devonchef #beachlife #coastalforaging #lovedevon #exploredevon #wildfood #wildfoodlove #femalechef #foodie #naturalfood #mindbodybalance #chefstalk #saveur #mykitchentable #thatsdarling #wildwomen #healthylifestyle #nutritiousfood #naturallyvegan #plantbased #vegan #outdoorslife,seaweedseaweedcrispschefumamijurassiccoastrusticfooddinoasaurfooddevonchefbeachlifecoastalforaginglovedevonexploredevonwildfoodwildfoodlovefemalecheffoodienaturalfoodmindbodybalancechefstalksaveurmykitchentablethatsdarlingwildwomenhealthylifestylenutritiousfoodnaturallyveganplantbasedveganoutdoorslife,0
31,2019-08-22T10:40:06.000Z,seamanchips,"GOODNESS FROM THE SEA MAX TASTE ⚓️The Sea Man buffet is open.Today it’s vegan Thursday!Lower fat, higher protein.📸 @madfar.dk #seamanchips #veganfood #vegansnack#westcoastseasalt #noplasticintheoceans #seaweedcrisps #algenchips #seamanseaweedchips #tangchips#denmark#8500#trangtiltang",26,#seamanchips #veganfood #vegansnackwestcoastseasalt #noplasticintheoceans #seaweedcrisps #algenchips #seamanseaweedchips #tangchipsdenmark8500trangtiltang,GOODNESS FROM THE SEA MAX TASTE The Sea Man buffet is open Today it s vegan Thursday Lower fathigher proteinmadfar dkseamanchipsveganfoodvegansnack westcoastseasaltnoplasticintheoceansseaweedcrispsalgenchipsseamanseaweedchipstangchips denmark 8500 trangtiltang,26
32,2019-08-22T10:40:06.000Z,tangstationen,Looking very delicious 🎯,51주좋아요 1개답글 달기,,Looking very delicious, 1
33,2019-08-22T10:40:06.000Z,seamanchips,🤙🏼🙏🏽❣️⚓️,51주답글 달기,,,0
34,2019-10-22T10:42:59.000Z,auntyesthers,"Have you tried our seaweed crisps yet? If you haven’t, you should seek kelp ! #auntyesthers #lol #stupidjoke #auntyestherssaltedeggchips #sgfood #sgsnacks #sweed #seaweedcrisps #madeinaingapore",16,#auntyesthers #lol #stupidjoke #auntyestherssaltedeggchips #sgfood #sgsnacks #sweed #seaweedcrisps #madeinaingapore,Have you tried our seaweed crisps yetIf you haven tyou should seek kelpauntyestherslolstupidjokeauntyestherssaltedeggchipssgfoodsgsnackssweedseaweedcrispsmadeinaingapore,16
35,2018-03-09T09:31:00.000Z,ambslara,yung ang mahal ng chip na to! pero super duper sa sarap! 😋😋 #seaweedchips #SeaWeedCrisps#Spicy,5,#seaweedchips #SeaWeedCrispsSpicy,yung ang mahal ng chip na topero super duper sa sarapseaweedchipsSeaWeedCrisps Spicy,5
36,2020-01-30T16:13:15.000Z,celine.oenologist,"Never disappoints me @kwantlondon . I really loved the seaweed crisps coming with ‘Heads and Tails’, which got just the right amount of savory and acidity and reminded me of home!.📍 Kwānt, 25 Heddon St, Mayfair, London W1B 4BH..Photo by : @liimk_ ......#cocktails #londonbar #worlds50best #drinks #cocktail #cocktailbar #cocktailsofinstagram #bestbarinlondon #bar #londoncocktails #londonbar #londonbarbers #seaweedcrisps #headsandtails #cocktailevening",26,#londonbar #worlds50best #drinks #cocktail #cocktailbar #cocktailsofinstagram #bestbarinlondon #bar #londoncocktails #londonbar #londonbarbers #seaweedcrisps #headsandtails #cocktailevening,Never disappoints mekwantlondon I really loved the seaweed crisps coming withHeads and Tails which got just the right amount of savory and acidity and reminded me of homeKw nt25 Heddon StMayfairLondon W1B 4BHPhoto byliimk cocktailslondonbarworlds50bestdrinkscocktailcocktailbarcocktailsofinstagrambestbarinlondonbarlondoncocktailslondonbarlondonbarbersseaweedcrispsheadsandtailscocktailevening,26
37,2013-03-17T02:21:04.000Z,andrewgomeziv,"Roast seaweed crisps, Japanese Cherry Bossom iced tea, Appleseed Cast ""Low Level Owl Vol.1 / Vol. 2"" LP spinning. All tools on making a good comic strip come to life. #blackmoldcomic #art #appleseedcast #vinylnerd #icedtea #seaweedcrisps #nomz",16,#blackmoldcomic #art #appleseedcast #vinylnerd #icedtea #seaweedcrisps #nomz,Roast seaweed crispsJapanese Cherry Bossom iced teaAppleseed CastLow Level Owl Vol 1 Vol2LP spinningAll tools on making a good comic strip come to life blackmoldcomicartappleseedcastvinylnerdicedteaseaweedcrispsnomz,16
38,2013-03-17T02:21:04.000Z,andrewgomeziv,"@sixsixsixes ha, nah it's really a tasty treat. It's nice and savory with a unique texture. It's frakkin' delicious.",386주답글 달기,,sixsixsixes hanah it s really a tasty treatIt s nice and savory with a unique textureIt s frakkindelicious,0
39,2013-03-17T02:21:04.000Z,andrewgomeziv,@sixsixsixes not sure if they are a really healthy snacks. But they are better for you than chips for sure. You can find them at most  Asian markets.,386주답글 달기,,sixsixsixes not sure if they are a really healthy snacksBut they are better for you than chips for sureYou can find them at mostAsian markets,0
40,2015-11-14T08:16:28.000Z,namakubrandku,#camilan #jepang #ngemil nya di #kuta #bali #sore ini#japanese #nori #seaweedcrisps #oleholeh dari  #japan,19,#camilan #jepang #ngemil #kuta #bali #sore #nori #seaweedcrisps #oleholeh #japan,camilanjepangngemil nya dikutabalisore ini japanesenoriseaweedcrispsoleholeh dari japan,19
41,2015-11-14T08:16:28.000Z,utzutari,Bagiiii donk Pak? Hihihi,247주답글 달기,,Bagiiii donk PakHihihi,0
42,2015-11-14T08:16:28.000Z,namakubrandku,@utzutari sinihhhhh,247주답글 달기,,utzutari sinihhhhh,0
43,2015-11-14T08:16:28.000Z,utzutari,Nanti Pak Desemberrrrr,247주답글 달기,,Nanti Pak Desemberrrrr,0
44,2015-11-14T08:16:28.000Z,namakubrandku,@utzutari bawain  #cireng yang paling enak yaaaaaa,247주답글 달기,#cireng,utzutari bawain cireng yang paling enak yaaaaaa,0
45,2015-11-14T08:16:28.000Z,utzutari,Siaappp.. nanti ketemuan ya Pak. Kangeenn!!,247주답글 달기,,Siaappp nanti ketemuan ya PakKangeenn,0
46,2019-07-18T14:45:25.000Z,find.brazil,É a vez da fruta brasileira no exterior. Produtores nacionais querem mais espaço num mercado global que já movimenta mais de US$ 130 bilhões por ano.⠀.⠀.⠀.⠀.⠀.⠀#FindBrazil #ComercioExterno #Export #InternationalBusiness #Entrepreneur #bussiness #cleanoceans #healthysnacks #noplasticintheocean #seaweed #trangtiltang #seamanseaweedchips #seamanchips #superfood #tangchips #seaweedcrisps #grenaa #entrepreneur #firstneverfollows #exportbusiness #tradetraveltransform #motivation #entrepreneurminds #successfulminds #mindsetmentor #moneymindset #motivationfriday #successdiaries #quotesoflife,7,#ComercioExterno #Export #InternationalBusiness #Entrepreneur #bussiness #cleanoceans #healthysnacks #noplasticintheocean #seaweed #trangtiltang #seamanseaweedchips #seamanchips #superfood #tangchips #seaweedcrisps #grenaa #entrepreneur #firstneverfollows #exportbusiness #tradetraveltransform #motivation #entrepreneurminds #successfulminds #mindsetmentor #moneymindset #motivationfriday #successdiaries #quotesoflife,a vez da fruta brasileira no exteriorProdutores nacionais querem mais espa o num mercado global que jmovimenta mais de US130 bilh es por ano FindBrazilComercioExternoExportInternationalBusinessEntrepreneurbussinesscleanoceanshealthysnacksnoplasticintheoceanseaweedtrangtiltangseamanseaweedchipsseamanchipssuperfoodtangchipsseaweedcrispsgrenaaentrepreneurfirstneverfollowsexportbusinesstradetraveltransformmotivationentrepreneurmindssuccessfulmindsmindsetmentormoneymindsetmotivationfridaysuccessdiariesquotesoflife,7
47,2019-07-18T14:45:25.000Z,getinstagrow,find.brazil 🚀❤️,56주답글 달기,,find brazil,0
48,2018-11-26T07:19:34.000Z,beautyeternal_,"Доброе утро, инстамир! Пока еще действует на #iherb скидка 16% на все по промокодам (вводим оба, нажимая каждый раз ""применить"")BLACKSVM103сделаю несколько постов про вкусняшки из крайней посылки. Все опробавано и что-то уже не раз, поэтому #рекомендую❤кокосовые снэки с кешью и соленой карамелью #sejoyia - язык проглотишь 😋😋😋❤кокосовые брауни с орешками кешью #sejoyia - тоже та еще вкусняшка 👍👍👍❤если Вы любите морепродукты, то чипсы #seaweedcrisps от @seapointfarms с миндалем или тыквенными семечками и кунжутом, точно не оставят Вас равнодушными ✌✌✌Стоимость одного пакетика в пределах 250 рублей и это цена без скидки 😉#iherb_beautyeternal #yesiherb #food #brownie #crisps #snack #вкусняшка #надобрать #скидка #акция #instafood #промокод #sale #отзывыiherb #good #мирдолжензнатьчтояем #instaday #blog #followme #likeme #бюджетнаяпокупка #бюджетнаянаходка #бюджетнаяцена #интернетпокупка #seafood",84,#iherb #sejoyia #sejoyia #seaweedcrisps #yesiherb #food #brownie #crisps #snack #instafood #sale #iherb #good #instaday #blog #followme #likeme #seafood,iherb16 BLACKSVM103 sejoyiasejoyiaseaweedcrisps seapointfarms 250iherb beautyeternalyesiherbfoodbrowniecrispssnack instafoodsaleiherbgoodinstadayblogfollowmelikemeseafood,84
49,2018-11-26T07:19:34.000Z,natulka84,"Сколько вкусностей у тебя,Надя!Пальчики оближешь😋",89주좋아요 1개답글 달기,,, 1
50,2016-09-21T11:00:50.000Z,chi_27_kiii,友だちに貰ったお菓子片手に野球見てるよー！これ、めっちゃ美味しい(*´ч`*)♡ホークス頑張れー⚾️📣！！！ #韓国土産#韓国のお土産#お友だちからのお土産#seaweedcrisps#korea#bibigo#bibigotheseaweed,3,#seaweedcrispskoreabibigobibigotheseaweed,seaweedcrisps korea bibigo bibigotheseaweed,3
51,2016-09-30T06:40:03.000Z,kulau,[Prelaunch] the moment has finally arrived: you can preorder our organic seaweed crisps now in our Onlineshop at kulau.de #seaweedcrispsEs ist endlich soweit: ihr könnt unsere neuen Bio-Algenchips 'HOT GINGER' jetzt im Onlineshop vorbestellen! kulau.de/sea-veggies#KULAU #bio #seaveggies #organic #bioalgen #algen #meeresalgen #seaweed #organicseaweed #trockenalgen #vegan #meeresgemüse #algues #healthy #healthyfood #veganfood #wakame #biowakame #seaweedflakes #sealettuceflakes #meeressalatflocken #algenflocken #algenchips #seaweedcrisps #crisps #organiccrisps #biochips #bioalgenchips #biosnack #organicseaweedcrisps,32,#seaweedcrispsEs #bio #seaveggies #organic #bioalgen #algen #meeresalgen #seaweed #organicseaweed #trockenalgen #vegan #meeresgemse #algues #healthy #healthyfood #veganfood #wakame #biowakame #seaweedflakes #sealettuceflakes #meeressalatflocken #algenflocken #algenchips #seaweedcrisps #crisps #organiccrisps #biochips #bioalgenchips #biosnack #organicseaweedcrisps,Prelaunchthe moment has finally arrivedyou can preorder our organic seaweed crisps now in our Onlineshop at kulau deseaweedcrispsEs ist endlich soweitihr k nnt unsere neuen Bio AlgenchipsHOT GINGERjetzt im Onlineshop vorbestellenkulau de sea veggies KULAUbioseaveggiesorganicbioalgenalgenmeeresalgenseaweedorganicseaweedtrockenalgenveganmeeresgem sealgueshealthyhealthyfoodveganfoodwakamebiowakameseaweedflakessealettuceflakesmeeressalatflockenalgenflockenalgenchipsseaweedcrispscrispsorganiccrispsbiochipsbioalgenchipsbiosnackorganicseaweedcrisps,32
52,2018-01-16T12:33:12.000Z,momofbrefre,Ini kok enak sekali yaaa... ..#seaweedcrisps #seaweed #koreanfood #brownriceseaweed #brownrice,11,#seaweed #koreanfood #brownriceseaweed #brownrice,Ini kok enak sekali yaaa seaweedcrispsseaweedkoreanfoodbrownriceseaweedbrownrice,11
53,2018-01-16T12:33:12.000Z,basrinarina,Boleh lah ci kirim2 k kita...hehehhe,134주답글 달기,,Boleh lah ci kirim2 k kita hehehhe,0
54,2018-01-16T12:33:12.000Z,atalialili08,Ga percaya kalau ga dibagi 😬,133주답글 달기,,Ga percaya kalau ga dibagi,0
55,2017-01-10T11:04:07.000Z,kulau,Did you already try our KULAU Seaweed Crisps? They're getting more and more popuar everyday! What new flavour would you wish for?Habt ihr schon unsere Algenchips probiert? Sie werden von Tag zu Tag beliebter! Über welche neue Geschmacksrichtung würdet ihr euch freuen? #KULAU #bio #organic #seaweedcrisps #sealettuce #seaveggies #seaweed #algenchips #meeresalgen #meeressalat,88,#KULAU #bio #organic #seaweedcrisps #sealettuce #seaveggies #seaweed #algenchips #meeresalgen #meeressalat,Did you already try our KULAU Seaweed CrispsThey re getting more and more popuar everydayWhat new flavour would you wish for Habt ihr schon unsere Algenchips probiertSie werden von Tag zu Tag beliebter ber welche neue Geschmacksrichtung w rdet ihr euch freuen KULAUbioorganicseaweedcrispssealettuceseaveggiesseaweedalgenchipsmeeresalgenmeeressalat,88
56,2017-01-10T11:04:07.000Z,lilalama_,Boah 😍😍😍 i love it,186주답글 달기,,Boah i love it,0
57,2017-01-10T11:04:07.000Z,sparkling_kristin,sehr interessant.,180주답글 달기,,sehr interessant,0
58,2017-01-10T11:04:07.000Z,heycater,🙌,178주답글 달기,,,0
59,2017-01-10T11:04:07.000Z,polly.pommes,Omg heaven!! Ich muss das wirklich unbedingt probieren,169주답글 달기,,Omg heaven Ich muss das wirklich unbedingt probieren,0
60,2015-11-24T07:04:03.000Z,chawinnanakorn,"Amuse-bouche: Seaweed crisps and smoked mussel mousse at The Ledbury, London, October 2015 #amusebouche #seaweed #crisp #crisps #seaweedcrisps #seaweedcrackers #smoked #mussel #mussels #mousse #musselmousse #tastingmenu #foodporn #foodie #finedining #artofplating #MichelinStar #MichelinStarredRestaurant #Worlds50Best @theworlds50best #BrettGraham #TheLedbury #NottingHill #London #England #UK 🇬🇧😁👌🏻",35,#amusebouche #seaweed #crisp #crisps #seaweedcrisps #seaweedcrackers #smoked #mussel #mussels #mousse #musselmousse #tastingmenu #foodporn #foodie #finedining #artofplating #MichelinStar #MichelinStarredRestaurant #Worlds50Best #BrettGraham #TheLedbury #NottingHill #London #England #UK,Amuse boucheSeaweed crisps and smoked mussel mousse at The LedburyLondonOctober 2015amuseboucheseaweedcrispcrispsseaweedcrispsseaweedcrackerssmokedmusselmusselsmoussemusselmoussetastingmenufoodpornfoodiefinediningartofplatingMichelinStarMichelinStarredRestaurantWorlds50Besttheworlds50bestBrettGrahamTheLedburyNottingHillLondonEnglandUK,35
61,2020-04-28T14:08:28.000Z,wembleyparkmarket,"Is it #snacktime yet? You can keep it #guiltfree too with these yummy #crunchbars from @planetorganic which are filled with lots of healthy goodness 🙌. We've also added a range of #flavoured #nuts from @mrfilberts to our #snacksandtreats section online so we've got you covered for all of your #snacking needs, from #ricecrackers and #seaweedcrisps to #sweets, #chocolates, #fudge, #popcorn and #biscuits too 😋 📷:@planetorganic #repost...#healthysnacks #proteinbars #vegansnacks #organicsnacks #sweettreats #indulgence #treatyourself #wembleyshopping #wembleydelivery #shopindependent",14,#snacktime #guiltfree #crunchbars #flavoured #nuts #snacksandtreats #snacking #ricecrackers #seaweedcrisps #sweets #chocolates #fudge #popcorn #biscuits #reposthealthysnacks #proteinbars #vegansnacks #organicsnacks #sweettreats #indulgence #treatyourself #wembleyshopping #wembleydelivery #shopindependent,Is itsnacktime yetYou can keep itguiltfree too with these yummycrunchbars fromplanetorganic which are filled with lots of healthy goodnessWe ve also added a range offlavourednuts frommrfilberts to oursnacksandtreats section online so we ve got you covered for all of yoursnacking needsfromricecrackers andseaweedcrisps tosweets chocolates fudge popcorn andbiscuits tooplanetorganicreposthealthysnacksproteinbarsvegansnacksorganicsnackssweettreatsindulgencetreatyourselfwembleyshoppingwembleydeliveryshopindependent,14
62,2019-02-23T17:44:30.000Z,seamanchips,Sea Man is going out ⚓️📸 @andreasfromkoop #seamanchips #algenchips #trangtiltang #tång #noplasticintheocean #seamanseaweedchips#superfood#sustainable #Tangchips#seaweedcrisps #tang,50,#seamanchips #algenchips #trangtiltang #tng #noplasticintheocean #seamanseaweedchipssuperfoodsustainable #Tangchipsseaweedcrisps #tang,Sea Man is going outandreasfromkoopseamanchipsalgenchipstrangtiltangt ngnoplasticintheoceanseamanseaweedchips superfood sustainableTangchips seaweedcrispstang,50
63,2019-02-23T17:44:30.000Z,mjodgard,Lækkert billede 😊,76주좋아요 1개답글 달기,,L kkert billede, 1
64,2019-01-05T11:11:33.000Z,jenelletht,Nori chips. Seaweed crisps.... counting down till Chinese New Year. ----------------#allaboutfood #foodie #foodporn #foodgasm #penang #penangkia #georgetown #malaysia #Southeastasia #travel #connectingpeople #igers #foodguide #whattoorder #throughmyeyes #iphone6s #chefwannable #norichips #seaweedcrisps #homemade #playingwithfire #年糕 #新年糕點 #chinesenewyear #seaweed #crisp #chips,30,#foodie #foodporn #foodgasm #penang #penangkia #georgetown #malaysia #Southeastasia #travel #connectingpeople #igers #foodguide #whattoorder #throughmyeyes #iphone6s #chefwannable #norichips #seaweedcrisps #homemade #playingwithfire #chinesenewyear #seaweed #crisp #chips,Nori chipsSeaweed crisps counting down till Chinese New Year allaboutfoodfoodiefoodpornfoodgasmpenangpenangkiageorgetownmalaysiaSoutheastasiatravelconnectingpeopleigersfoodguidewhattoorderthroughmyeyesiphone6schefwannablenorichipsseaweedcrispshomemadeplayingwithfirechinesenewyearseaweedcrispchips,30
65,2019-01-05T11:11:33.000Z,thpnny,How much per bottle,83주답글 달기,,How much per bottle,0
66,2019-01-05T11:11:33.000Z,foodiemuggles,Cool pic,83주좋아요 1개답글 달기,,Cool pic, 1
67,2018-07-08T23:12:57.000Z,threec.jp,#愛する人 #愛してくれる人 #弾丸トラベラー #ひとり旅 #旅女 #佐賀空港 #tway #ソウル #韓国 #bestflight #traveler #japanesegirl #simplelife #happylife #alwayssmile #behappy #서울 #여행 #홀로 #여행 #서울 #명동 #남대문 #사랑하는사람 #오빠 #旅行好きな人と繋がりたい #ソウルひとり旅 #韓国ひとり旅 #seaweedcrisps #wasabi,55,#tway #bestflight #traveler #japanesegirl #simplelife #happylife #alwayssmile #behappy #seaweedcrisps #wasabi,tway bestflighttravelerjapanesegirlsimplelifehappylifealwayssmilebehappyseaweedcrispswasabi,55
68,2017-12-04T21:42:44.000Z,vinulrichgarcia,My new favorite snack ☺️😋 #koreansnack #seaweedcrisps #ulrich2yrs2months #uklong 😝,7,#koreansnack #seaweedcrisps #ulrich2yrs2months #uklong,My new favorite snackkoreansnackseaweedcrispsulrich2yrs2monthsuklong,7
69,2015-09-29T23:53:21.000Z,afya_abrafi,"OMG...if you love crunchy snacks like me and haven't tried this seaweed snacks out, you're totally missing out!!! I love trying anything out once so I grabbed this single sachet of Annie Chun's Seaweed Crisps Original and some kale chips from Kroger's and I'm already addicted!!! 😋😋😋😆😆👌 #seaweed #snacks #seaweedcrisps #brownricecrisps #anniechuns #anniechunsseaweedsnacks #seaweedsnacks",6,#seaweed #snacks #seaweedcrisps #brownricecrisps #anniechuns #anniechunsseaweedsnacks #seaweedsnacks,OMG if you love crunchy snacks like me and haven t tried this seaweed snacks outyou re totally missing outI love trying anything out once so I grabbed this single sachet of Annie Chun s Seaweed Crisps Original and some kale chips from Kroger s and I m already addictedseaweedsnacksseaweedcrispsbrownricecrispsanniechunsanniechunsseaweedsnacksseaweedsnacks,6
70,2015-09-29T23:53:21.000Z,isitbadforyou,Your account is AWESOME,253주좋아요 1개답글 달기,,Your account is AWESOME, 1
71,2015-09-29T23:53:21.000Z,ohmygim,"Happy to see someone appreciate SEAWEED, the future food 💚 OMG comes in 4 flavours 💚❤️💙💜Try us @Amazon PRIME DAY 🤩",57주답글 달기,,Happy to see someone appreciate SEAWEEDthe future food OMG comes in 4 flavoursTry usAmazon PRIME DAY,0
72,2015-07-22T00:52:09.000Z,jennaeidenier,THIS JUST MIGHT BE THE WEIRDEST THING I HAVE EVER BOUGHT #seaweed #seaweedsnacks #seaweedchips #seaweedcrisps #cinnamon #vegan #okbutwtfjenna 🌱😳,15,#seaweed #seaweedsnacks #seaweedchips #seaweedcrisps #cinnamon #vegan #okbutwtfjenna,THIS JUST MIGHT BE THE WEIRDEST THING I HAVE EVER BOUGHTseaweedseaweedsnacksseaweedchipsseaweedcrispscinnamonveganokbutwtfjenna,15
