date,user_id,pp_text,tag,like_point
2013-02-06T23:27:40.000Z,seaweedlove,The first seaweed snack introduced to the US in 1996Thank my parents for pioneering roasted seaweedYou re welcome foodiefoodfollowmefollowfitfitnesshealthyasianchinesekoreankoreakoreanfoodinstagoodinstaloveinstahappyseaweedseaweedloveseaweedsnackseaweedsnackslikelovefamilyhealthyinstagramersdadmomsnack,#foodie #food #followme #follow #fit #fitness #healthy #asian #chinese #korean #korea #koreanfood #instagood #instalove #instahappy #seaweed #seaweedlove #seaweedsnack #seaweedsnacks #like #love #family #healthy #instagramers #dad #mom #snack,37
2013-07-15T20:18:18.000Z,alodevico,Because when we travel we know food is always the best souvenirThanks for my pasalubsgenlo875 Chinesefoodseaweedchips And thanks for the ono dinner last night,#Chinesefood #seaweedchips,36
2013-07-03T22:15:36.000Z,seaweedlove,Our boxesGet them at amazon com seaweedseaweedloveseaweedsnackseaweedsnackssnackshealthychipsseaweedchipsfithealthysnackpicofthedayphotoofthedayinstafitinstagoodinstagrammerdiet,#seaweed #seaweedlove #seaweedsnack #seaweedsnacks #snacks #healthy #chips #seaweedchips #fit #healthysnack #picoftheday #photooftheday #instafit #instagood #instagrammer #diet,36
2013-02-05T19:06:17.000Z,seaweedlove,User submitted photoThis is how they eat seaweedWith ricekimchijjigaechawanmushi seaweedseaweedlovesnackseaweedsnacksseaweedsnackhealthyfoodgasmfoodiegoodfoodfoodporninstagoodinstaloveinstahappyfanlikelikeforlikefollowmephotoofthedayfollowforfollowricekimchikoreakoreankoreanfoodhealthyfitfitnessdiet,#seaweed #seaweedlove #snack #seaweedsnacks #seaweedsnack #healthy #foodgasm #foodie #good #food #foodporn #instagood #instalove #instahappy #fan #like #likeforlike #followme #photooftheday #followforfollow #rice #kimchi #korea #korean #koreanfood #healthy #fit #fitness #diet,36
2013-01-31T05:53:40.000Z,seaweedlove,Gotta eat right after a good circuit of squats and clean and presshealthydietfitcleanandpresssquatsquatsdinneravocadochickentomatoesworkoutexercisefitnessgym,#healthy #diet #fit #cleanandpress #squat #squats #dinner #avocado #chicken #tomatoes #workout #exercise #fitness #gym,36
2013-09-24T04:22:24.000Z,aquadude13,freebluefintunabftdinner,#free #bluefintuna #bft #dinner,35
2013-02-08T05:38:51.000Z,seaweedlove,Japanese noodlesudon soupand fish cakeGotta top it off with some Seaweed Love foodfoodiejapaneseudonkoreankoreanfoodnoodlessoupasianseaweedseaweedloveseaweedsnackseaweedsnackshomemadefishramenphotoofthedaypicofthedayinstagoodinstaloveinstagramersinstahealthdiethealthy,#food #foodie #japanese #udon #korean #koreanfood #noodles #soup #asian #seaweed #seaweedlove #seaweedsnack #seaweedsnacks #homemade #fish #ramen #photooftheday #picoftheday #instagood #instalove #instagramers #instahealth #diet #healthy,35
2013-03-19T20:03:56.000Z,eleshaa,At my cousin todayJust finished training herThis is called heaven she has no idea I m about to raid her supply,,34
2013-07-29T23:13:11.000Z,seaweedlove,Who likes our new retail boxes seaweedloveseaweedsnackseaweedchipsseaweedsnacksroastedseaweedboxesprettyinstagrammerinstagoodpicofthedayphotoofthedayprettystunningprettycolorsveganhealthyhealthysnackhealthyveganworkoutfitvegansnackveganloveinstalovesnacks,#seaweedlove #seaweedsnack #seaweedchips #seaweedsnacks #roastedseaweed #boxes #pretty #instagrammer #instagood #picoftheday #photooftheday #prettystunning #prettycolors #vegan #healthy #healthysnack #healthyvegan #workout #fit #vegansnack #vegan #love #instalove #snacks,32
2013-02-03T23:51:08.000Z,samanthaannleete,HealthySnacks for theSuperBowlGuiltFreewasabiseaweedsnacknojunkforme,#Healthy #Snacks #SuperBowl #GuiltFree #wasabi #seaweedsnack #nojunkforme,32
2013-10-17T20:16:14.000Z,seaweedlove,Lunch Gotta get that seaweed love snack lunchseaweedsnackseaweedchipseaweedseaweedlovehealthyfoodhealthylivinghealthymehealthyinstafitinstalovemealprephealthylunchfitfitnessworkoutnewmebalancemotivationgymbeachbodypersonaltrainingprotein,#lunch #seaweedsnack #seaweedchip #seaweed #seaweedlove #healthyfood #healthyliving #healthyme #healthy #instafit #instalove #mealprep #healthylunch #fit #fitness #workout #newme #balance #motivation #gym #beachbody #personaltraining #protein,31
2013-07-04T20:35:33.000Z,adrianroderick,Post workout lunch eatcleaneatcleantrainmeanspinachchickenbreastcarrotsfetacheeseseaweedcrispsproteinprojectbedroombodydedicationfitfamnutritionablefitmealfitsponomoremuffintopnomorelovehandlesfoodpornhealthyfoodpornphysiquefreakinstafitteamfitdroppingpoundshealthy,#eatclean #eatcleantrainmean #spinach #chickenbreast #carrots #fetacheese #seaweedcrisps #protein #projectbedroombody #dedication #fitfam #nutritionable #fitmeal #fitspo #nomoremuffintop #nomorelovehandles #foodporn #healthyfoodporn #physiquefreak #instafit #teamfit #droppingpounds #healthy,31
2013-04-23T23:06:20.000Z,naomismamacita,Haven t had this for awhileseaweedsnack snack food korean koreansnack,#seaweedsnacksnackfoodkoreankoreansnack,31
2013-02-24T16:58:09.000Z,eleshaa,Got some kale and seaweed chips from my cuz last night that she madeI have no idea what s on this thingbut damn it s goooooodddIt has aspicy flavor to it tooYummm it,#spicy,31
2013-02-22T15:03:31.000Z,sylviaz818,Just got myhealthysurprise box in the mail yesterdayand I am happy to say they did not disappoint,#healthysurprise,31
2013-02-20T21:08:33.000Z,seaweedlove,Only FOUR days left for a GREAT sale at fab com http fab com sale 17695 get them nowglutenfreehealthhealthysnackhealthysnackseaweedseaweedloveseaweedsnackseaweedsnaksfitdietexercisenewmeinstafoodinstagoodfoodfoodiefoodpornfoodgasmpicofthedayphotoofthedayyummylunchsnackkoreankoreanfoodchips,#glutenfree #health #healthy #snack #healthysnack #seaweed #seaweedlove #seaweedsnack #seaweedsnaks #fit #diet #exercise #newme #instafood #instagood #food #foodie #foodporn #foodgasm #picoftheday #photooftheday #yummy #lunch #snack #korean #koreanfood #chips,31
2013-02-12T17:36:34.000Z,seaweedlove,Amazon orders getting shippedSlanging that green magic Roasted seaweed seaweedseaweedloveseaweedsnackseaweedsnacksgoodfoodfoodiefoodgasmfoodpornworkamazonkoreankoreanfoodworkinghardhardworkpaysoffmakingmoneylovebusybusybeeletsdothis,#seaweed #seaweedlove #seaweedsnack #seaweedsnacks #good #food #foodie #foodgasm #foodporn #work #amazon #korean #koreanfood #workinghard #hardworkpaysoff #makingmoney #love #busy #busybee #letsdothis,31
2013-08-01T16:40:59.000Z,seaweedlove,SEAWEED FANSAMAZON COM DROPPED OUR VARIETY 24 PACK TO15 84CHEAPEST PRICE OUT THEREGET IT NOWAmazon com search seaweed loveseaweedseaweedloveseaweedsnackseaweedsnacksseaweedchiphealthyhealthymehealthyveganhealthysnackfitfitnessdietfoodfoodiefoodgasmfoodporngooddealsalefoodsaleveganveganfoodvegansnackvegancutssnackboxveganchipsleanexercise,#seaweed #seaweedlove #seaweedsnack #seaweedsnacks #seaweedchip #healthy #healthyme #healthyvegan #healthysnack #fit #fitness #diet #food #foodie #foodgasm #foodporn #gooddeal #sale #foodsale #vegan #veganfood #vegansnack #vegancutssnackbox #veganchips #lean #exercise,29
2013-02-19T17:57:57.000Z,seaweedlove,Get your delicious roasted seaweedhealthy snackingfab http fab com sale 17695 fabseaweedfoodiesnackhealthhealthyhealthnutfitfitnessdietfoodfoodgasmfoodpornseaweedlovesnackingyummynewmeworkoutguiltfreephotoofthedaypicofthedayinstafoodinstagoodinstaloveinstahappychipsseaweedsnackseaweedsnacks,#fab #seaweed #foodie #snack #health #healthy #healthnut #fit #fitness #diet #food #foodgasm #foodporn #seaweedlove #snacking #yummy #newme #workout #guiltfree #photooftheday #picoftheday #instafood #instagood #instalove #instahappy #chips #seaweedsnack #seaweedsnacks,29
2013-12-22T20:52:07.000Z,styled_by_kristy,Target findsI ve never tried these garden lite s productshope they are as good as they lookThey have the WW points value5 for the cornbread one and 4 for the the zucchiniI also used my new cartwheel app for my whole purchase and saved20 on my90 purchaseWhy didn t i do this sooner targetcartwheelappcouponswwfamilyfitfamseaweedsnackgardenlitesveggiechiliweightwatchers360weightwatchersweightlossjourney wwfooddiary,#target #cartwheelapp #coupons #wwfamily #fitfam #seaweedsnack #gardenlites #veggiechili #weightwatchers360 #weightwatchers #weightlossjourney #wwfooddiary,28
2013-03-28T00:39:50.000Z,seaweedlove,seaweedloveseaweedsnackseaweedsnacksseaweedzaarlyfarmersmarketbuysnacksnackshealthhealthylivinghealthysfbayareahippielovesfsfloveloveseaweedyummynomnomfoodfoodiefoodpornfoodgasmfitdietgreen,#seaweedlove #seaweedsnack #seaweedsnacks #seaweed #zaarly #farmersmarket #buy #snack #snacks #health #healthyliving #healthy #sf #bayarea #hippie #lovesf #sflove #loveseaweed #yummy #nomnom #food #foodie #foodporn #foodgasm #fit #diet #green,28
2013-03-18T17:46:49.000Z,seaweedlove,Day 1goal to lose 5 lbs of pure fatGood breakfastgreat way to start your day Eggs and seaweedseaweedseaweedloveseaweedsnackseaweedsnackshealthhealthyhealthysnackfitfitnessdietworkoutexerciseeathealthybalancecardioloseweightphotoofthedaypicofthedayinstafoodinstagoodinstahealthinstaloveinstahappyinstagramer,#seaweed #seaweedlove #seaweedsnack #seaweedsnacks #health #healthy #healthysnack #fit #fitness #diet #workout #exercise #eathealthy #balance #cardio #loseweight #photooftheday #picoftheday #instafood #instagood #instahealth #instalove #instahappy #instagramer,28
2013-10-10T20:06:04.000Z,seaweedlove,What I do for a livingsell seaweedSpread the loveseaweedsnackseaweedloveseaweedchipseaweedsnacksseaweeddailygrindjobworkspreadtheloveilovemyjobfounderceobossimthebossfitinstagoodinstagrammer,#seaweedsnack #seaweedlove #seaweedchip #seaweedsnacks #seaweed #dailygrind #job #work #spreadthelove #ilovemyjob #founder #ceo #boss #imtheboss #fit #instagood #instagrammer,27
2013-02-18T17:32:08.000Z,seaweedlove,http fab com sale 17695 day 2 of saleGet your seaweed nowseaweedseaweedloveseaweedsnacksnackchipshealthyhealthnutlovelowcaloriefitfitnessdietinstagoodinstaloveinstagrammerfoodfoodiefoodgasmfollowsaleyummy,#seaweed #seaweedlove #seaweedsnack #snack #chips #healthy #healthnut #love #lowcalorie #fit #fitness #diet #instagood #instalove #instagrammer #food #foodie #foodgasm #follow #sale #yummy,27
2013-01-31T20:45:18.000Z,seaweedlove,Love roasted seaweed snacksLove free stuff Like us on FACEBOOK com Seaweedlove for your chance to win free snacks likeniesy just did giveawayfreesnacksnacksseaweedseaweedlovechipshealthyhealthysnackfitfitnessseaweedsnackseaweedsnacksglutenfreefacebooklikegymworkoutdietlifestylefoodfoodpornfoodiegourmetpicofthedaykoreankoreanfood,#giveaway #free #snack #snacks #seaweed #seaweedlove #chips #healthy #healthysnack #fit #fitness #seaweedsnack #seaweedsnacks #glutenfree #facebook #like #gym #workout #diet #lifestyle #food #foodporn #foodie #gourmet #picoftheday #korean #koreanfood,27
2013-07-25T17:41:05.000Z,seaweedlove,Who got their july snack box fromvegancutsYou ll find a LOVELY seaweed surpriseseaweedsnackseaweedsnacksseaweedchipshealthyhealthymeveganvegancutsvegansnackhealthyveganwhatveganseatveganchipsveganfood,#seaweedsnack #seaweedsnacks #seaweedchips #healthy #healthyme #vegan #vegancuts #vegansnack #healthyvegan #whatveganseat #veganchips #veganfood,26
2013-03-25T18:30:47.000Z,seaweedlove,Eat healthybe healthyEat those greensfruits and veggiesnutsand Seaweed Love eatrightexerciseeathealthyhealthhealthyhealthyfoodhealthysnackhealthysnackingfitftwfoodfoodiefitnessfoodgasmfoodporninstafitinstafoodinstagoodinstaloveinstahappyinstahappyinstagramerinstahealthdietseaweedseaweedloveseaweedsnackseaweedsnackschipscardio,#eatright #exercise #eathealthy #health #healthy #healthyfood #healthysnack #healthysnacking #fit #ftw #food #foodie #fitness #foodgasm #foodporn #instafit #instafood #instagood #instalove #instahappy #instahappy #instagramer #instahealth #diet #seaweed #seaweedlove #seaweedsnack #seaweedsnacks #chips #cardio,26
2013-11-06T19:02:12.000Z,lindsay_lunch,Lunch of a championturkeysandwichavacadohoneycrispapplehummusseaweedchipsbeetjuice,#turkeysandwich #avacado #honeycrispapple #hummus #seaweedchips #beetjuice,25
2013-02-24T19:38:36.000Z,seaweedlove,Last chanceOnly 4 hours left with the sale fab http fab com sale 17695seaweedseaweedloveseaweedsnackseaweedsnackssnacksnackinghealthhealthyhealthysnackyummyfitfitnessexerciseeathealthyworkoutphotoofthedaypicofthedayinstafoodinstagoodinstaloveinstagramerinstahappyfabfoodfoodie,#seaweed #seaweedlove #seaweedsnack #seaweedsnacks #snack #snacking #health #healthy #healthysnack #yummy #fit #fitness #exercise #eathealthy #workout #photooftheday #picoftheday #instafood #instagood #instalove #instagramer #instahappy #fab #food #foodie,25
2013-01-31T18:44:46.000Z,seaweedlove,Healthy Snack breakSeaweed love s roasted seaweedGreek yogurt with blueberriesappleswater healthyhippiehealthysnackseaweedlovesnacksnackbreakbreakfitfitnessdietworkoutappleswaterh20proteinfruitfruitsblueberriesseaweedsnacksseaweedsnackseaweedroastedseaweedexercisegym,#healthy #hippie #healthysnack #seaweedlove #snack #snackbreak #break #fit #fitness #diet #workout #apples #water #h20 #protein #fruit #fruits #blueberries #seaweedsnacks #seaweedsnack #seaweed #roastedseaweed #exercise #gym,25
2013-01-29T04:38:57.000Z,seaweedlove,Exerciseeat healthyloveandEat seaweed seaweedloveseaweedseaweedsnacksseaweedsnackhealthysnacklovefitfitnesshealthnutiworkoutworkoutexercisedietnewmelowcalorieloveseaweedbalance,#seaweedlove #seaweed #seaweedsnacks #seaweedsnack #healthy #snack #love #fit #fitness #healthnut #iworkout #workout #exercise #diet #newme #lowcalorie #loveseaweed #balance,25
2013-01-28T22:46:51.000Z,seaweedlove,Spotting at New Leaf Community Market Silver Creekseaweedsnackseaweedroastedroastedseaweedhealthyfitdietnewmenewleafnewleafcommunitymarketsnackmarketseaweedlovelove,#seaweedsnack #seaweed #roasted #roastedseaweed #healthy #fit #diet #newme #newleaf #newleafcommunitymarket #snack #market #seaweedlove #love,25
2013-11-21T04:08:54.000Z,seaweedlove,Baked salmon roll with Seaweed Love s Original Roasted seaweedSeaweedbrown ricesalmonavocadospicy yogurttopped with cheese and sriracha seaweedloveseaweedseaweedsnacknomnomdinnereasyrollsushihealthydinnerhealthyfoodhealthyseaweedsnacksushirollfitfiteatingfoodiefoodgasmfitbodyfitnessfoodofthedayworkoutgym,#seaweedlove #seaweed #seaweedsnack #nomnom #dinner #easy #roll #sushi #healthydinner #healthyfood #healthy #seaweedsnack #sushiroll #fit #fiteating #foodie #foodgasm #fitbody #fitness #foodoftheday #workout #gym,24
2013-10-09T17:48:35.000Z,antuanphams,Perks of living hereI can get Asian snacks at any time of the hourconveniencestorevietnamseaweedchips,#conveniencestore #vietnam #seaweedchips,24
2013-07-12T00:31:52.000Z,kawrysuh,We so attractive sometimes seaweedchipsgreenstuffinteethnotembarrassed,#seaweedchips #greenstuffinteethnotembarrassed,24
2013-06-02T15:36:24.000Z,ohnaaanaa,How I m living Lolqueenjuicesandberriesnaasheerambayolokombuchalookingoodnakedjuiceseaweedsnackrawcoconut ilovemefirstiproveittome1st,#queenjuicesandberries #naasheeramba #yolo #kombucha #lookingoodnakedjuice #seaweedsnack #rawcoconutilovemefirst #iproveittome1st,24
2013-02-20T20:54:20.000Z,seaweedlove,Seaweed love on salefabGet yours nowonly 4 days and 3 hours left seaweedseaweedloveseaweedsnackseaweedsnacksfablovelikefoodgoodfoodiefollowfollowmeinstafoodinstagoodinstaloveinstahappyinstagramerfithealthyfitnesskoreandietbalancenewmeeathealthylowcalorieexercisegreenchips,#seaweed #seaweedlove #seaweedsnack #seaweedsnacks #fab #love #like #food #good #foodie #follow #followme #instafood #instagood #instalove #instahappy #instagramer #fit #healthy #fitness #korean #diet #balance #newme #eathealthy #lowcalorie #exercise #green #chips,24
2013-02-12T05:37:16.000Z,yeyeria,My pick ups from Uwajimaya today JapanesefoodgreenmangoredbeanmochicalbichipshotnspicyseaweedchipsbbqramensnacksmelonmilkteastrawberrymilkteamilkteatonkotsuramenshioyuramensnacksJapanuwajimaya seattle,#Japanesefood #greenmango #redbeanmochi #calbichips #hotnspicy #seaweedchips #bbqramensnacks #melonmilktea #strawberrymilktea #milktea #tonkotsuramen #shioyuramen #snacks #Japan #uwajimaya #seattle,24
2013-02-05T23:48:08.000Z,joncardona,Snack attackTaste the ocean seaweedsnackroastedhungrystarvingthehungrygamestraderhoesdemsnacks,#seaweedsnack #roasted #hungry #starving #thehungrygames #traderhoes #demsnacks,24
2013-08-21T00:03:27.000Z,geminivixenchelly,3 of my favorite thingsmaca root powder to add to my shakeschia seeds to add to my oatmealprotein shakes etcAnd seaweed chips to snack on and they make my skin glowmacarootmacarootpowderseaweedseaweedchipschiaseedshealthynaturalenergysnackproteinshakeproteinskinglowfitspofitness,#macaroot #macarootpowder #seaweed #seaweedchips #chiaseeds #healthy #naturalenergy #snack #proteinshake #protein #skinglow #fitspo #fitness,23
2013-01-30T08:29:33.000Z,seaweedlove,seaweedsnacksseaweedloveseaweedsnackseaweedsnackssantacruzseaweedchipschipshealthyfitfitnessfunkoreankoreanfoodhealthyglutenfreesnackssantacruzdiethippiehealthy,#seaweed #snacks #seaweedlove #seaweedsnack #seaweedsnacks #santacruz #seaweedchips #chips #healthy #fit #fitness #fun #korean #koreanfood #healthy #glutenfree #snacks #santacruz #diet #hippie #healthy,23
2013-02-18T00:58:02.000Z,seaweedlove,SEAWEED LOVE ON SALE AT FAB COM HURRY GET IT NOW http fab com sale 17695 seaweedseaweedloveseaweedsnackseaweedsnackssnackchipsfoodfoodiefoodgasmfoodpornfollowfithealthyhealthnutexercisenewmehealthygymworkoutdietbalancepicofthedayphotoofthedayinstaloveinstagoodinstagrammer,#seaweed #seaweedlove #seaweedsnack #seaweedsnacks #snack #chips #food #foodie #foodgasm #foodporn #follow #fit #healthy #healthnut #exercise #newme #healthy #gym #workout #diet #balance #picoftheday #photooftheday #instalove #instagood #instagrammer,22
2013-10-04T22:27:48.000Z,sea.sickarina,Absolutely fucking up this b hn msammich guavajuiceseaweedchipskarinalovestheorientals,#guavajuice #seaweedchips #karinalovestheorientals,21
2013-08-10T23:30:07.000Z,seahappyjules,seaweedgreenseaweedsnacksunshine,#seaweedgreen #seaweedsnack #sunshine,21
2013-08-06T02:03:43.000Z,izlivincolor,Could I push rewindThe credits traverse signifying the end but I missed the best partCould we please go back to start incubussunnydaysbringoutthebestinmeskinartselfnessbugakwhenyouseemesayhello,#incubus #sunnydaysbringoutthebestinme #skinart #selfness #bugak #whenyouseemesayhello,21
2013-07-21T18:49:11.000Z,jessi.vs.shark,Eating seaweed by the sea dunesbestfriendseaweedchipssundayfunday,#dunes #bestfriend #seaweedchips #sunday #funday,21
2013-07-15T23:40:21.000Z,fitvegans,Nori and brazil nutsyellow in this pictureimproveshypothyroidism and boostsmetabolism iodinerawnorinoriseaweedchipsseaweedbrazilnutsgarlicmacarootveganfoodonpurposefitvegansproteinfateatforabsleanmuscleworkfitfamnorichipseatcleanfitnessveganfitnessvegansofigwhatveganseat,#hypothyroidism #metabolism #iodine #rawnori #nori #seaweedchips #seaweed #brazilnuts #garlic #macaroot #vegan #foodonpurpose #fitvegans #protein #fat #eatforabs #lean #musclework #fitfam #norichips #eatclean #fitness #veganfitness #vegansofig #whatveganseat,21
2013-06-12T19:22:51.000Z,urbanfoodstops,So after finishing 2 free bowls of this at Han BatI asked the kind waiter to show me the packaging of theseaweed appetizer that was soooyummyHe wrote on a piece of paper told me to go to any Korean storeHan Bat mixes their own but this one is really good too myfavoritesnack,#seaweed #yummy #myfavoritesnack,21
2013-01-28T08:39:14.000Z,seaweedlove,seaweedseaweedsnacklovegourmetspecialtyfoodfoodporndeliciousaddictionaddictingseaweedloveallnaturalhippiefoodvegiesgreenleavessnackgim,#seaweed #seaweedsnack #love #gourmet #specialtyfood #foodporn #delicious #addiction #addicting #seaweedlove #allnatural #hippiefood #vegies #green #leaves #snack #gim,21
2013-09-16T07:37:09.000Z,stacydevorzon,Homemade seasoned seaweed snack topped with wasabi sesame seeds Known asGimin Korea,,20
2013-05-14T18:45:17.000Z,eviibunn,Today s lunch RoastedDandelionRootTea withCranbereyJuice andlemonflush SeaWeedSnackSalad,#RoastedDandelionRootTea #CranbereyJuice #lemon #flush #SeaWeedSnack #Salad,20
2013-02-07T19:50:14.000Z,teakayvuitton,Seaweed snack foodphotoadayfebruarychallengeday7foodveganglutenfreeseaweedseaweedsnackhealthygayboy,#photoaday #february #challenge #day7 #food #vegan #glutenfree #seaweed #seaweedsnack #healthy #gayboy,20
2013-01-28T22:52:23.000Z,seaweedlove,Seaweed chips with a side of sandwichseaweedseaweedsnacksseaweedsnackoliveoilsandwichsandwichedfoodpornseaweedloveseaweedloversandwichpornbestsnackeversnackhealthyfitnewmedietlovelowcalorieyummydelicioussogood,#seaweed #seaweedsnacks #seaweedsnack #oliveoil #sandwich #sandwiched #foodporn #seaweedlove #seaweedlover #sandwichporn #bestsnackever #snack #healthy #fit #newme #diet #love #lowcalorie #yummy #delicious #sogood,20
2013-10-22T19:08:53.000Z,jubym,Yesthis is seaweedYesI eat this as a snackYesI m Asian dericiousseaweedsnackasianblessingofthesea,#dericious #seaweedsnack #asian #blessingofthesea,19
2013-09-09T16:53:10.000Z,viensyaf,Bugo Bugo Bugo dimana manaaaaBugo Seaweed Snackenak murah halal MUI8000 bks12grJABODETABEK beli 10bks FREE ONGKIRLUAR JABODETABEK beli 10bks FREE 1 bksbugobugobakedbugokrezzseaweedsnackseaweednorirumputlautsnackcemilanmakananringanmakananjualanmamakfreeongkirjabodetabekhadiah,#bugo #bugobaked #bugokrezz #seaweedsnack #seaweed #nori #rumputlaut #snack #cemilan #makananringan #makanan #jualan #mamak #freeongkir #jabodetabek #hadiah,19
2013-08-06T00:53:27.000Z,sheenajustine,She loves these seaweed chipsThank you Auntielynblatch and Unclelatch13emmalynnjustinecalbeeseaweedchipsseaweedchipsaddicting,#emmalynnjustine #calbee #seaweed #chips #seaweedchips #addicting,19
